Istasyon_No,Istasyon_Adi,YIL,AY,GUN,SAAT,wind_dir_deg,wind_speed_ms,temp_c,pressure_hpa,rh_pct,precip_mm,datetime_utc,datetime_local
17637,BOLU DAĞI,2025,3,17,5,234.0,0.6,10.4,,70.0,0.0,2025-03-17 05:00:00,2025-03-17 08:00:00
17637,BOLU DAĞI,2025,3,17,6,246.0,1.3,12.1,,64.0,,2025-03-17 06:00:00,2025-03-17 09:00:00
17637,BOLU DAĞI,2025,3,17,7,225.0,1.9,13.4,,59.0,0.0,2025-03-17 07:00:00,2025-03-17 10:00:00
17637,BOLU DAĞI,2025,3,17,8,278.0,1.6,17.9,,,,2025-03-17 08:00:00,2025-03-17 11:00:00
17637,BOLU DAĞI,2025,3,17,9,334.0,1.7,20.8,,25.0,0.0,2025-03-17 09:00:00,2025-03-17 12:00:00
17637,BOLU DAĞI,2025,3,17,10,59.0,2.8,19.3,,39.0,0.0,2025-03-17 10:00:00,2025-03-17 13:00:00
17637,BOLU DAĞI,2025,3,17,11,51.0,5.2,17.7,,43.0,0.0,2025-03-17 11:00:00,2025-03-17 14:00:00
17637,BOLU DAĞI,2025,3,17,12,47.0,5.2,16.8,,44.0,0.0,2025-03-17 12:00:00,2025-03-17 15:00:00
17637,BOLU DAĞI,2025,3,17,13,44.0,5.4,17.0,,52.0,0.0,2025-03-17 13:00:00,2025-03-17 16:00:00
17637,BOLU DAĞI,2025,3,17,14,50.0,4.9,16.0,,57.0,0.0,2025-03-17 14:00:00,2025-03-17 17:00:00
17637,BOLU DAĞI,2025,3,17,15,44.0,3.9,15.2,,61.0,0.0,2025-03-17 15:00:00,2025-03-17 18:00:00
17637,BOLU DAĞI,2025,3,17,16,48.0,2.7,14.4,,64.0,0.0,2025-03-17 16:00:00,2025-03-17 19:00:00
17637,BOLU DAĞI,2025,3,17,17,56.0,2.0,12.5,,77.0,0.0,2025-03-17 17:00:00,2025-03-17 20:00:00
17637,BOLU DAĞI,2025,3,17,18,35.0,4.2,8.3,,95.0,0.0,2025-03-17 18:00:00,2025-03-17 21:00:00
17637,BOLU DAĞI,2025,3,17,19,45.0,2.6,8.6,,95.0,4.0,2025-03-17 19:00:00,2025-03-17 22:00:00
17637,BOLU DAĞI,2025,3,17,20,62.0,3.3,8.8,,95.0,0.2,2025-03-17 20:00:00,2025-03-17 23:00:00
17637,BOLU DAĞI,2025,3,17,21,49.0,4.4,8.4,,96.0,0.0,2025-03-17 21:00:00,2025-03-18 00:00:00
17637,BOLU DAĞI,2025,3,17,22,52.0,3.9,8.2,,96.0,0.0,2025-03-17 22:00:00,2025-03-18 01:00:00
17637,BOLU DAĞI,2025,3,17,23,50.0,3.9,6.9,,97.0,1.0,2025-03-17 23:00:00,2025-03-18 02:00:00
17637,BOLU DAĞI,2025,3,18,0,46.0,2.5,6.9,,97.0,,2025-03-18 00:00:00,2025-03-18 03:00:00
17637,BOLU DAĞI,2025,3,18,1,57.0,3.0,6.6,,97.0,0.0,2025-03-18 01:00:00,2025-03-18 04:00:00
17637,BOLU DAĞI,2025,3,18,2,46.0,1.4,6.5,,,,2025-03-18 02:00:00,2025-03-18 05:00:00
17637,BOLU DAĞI,2025,3,18,3,32.0,2.6,1.6,,96.0,2.8,2025-03-18 03:00:00,2025-03-18 06:00:00
17637,BOLU DAĞI,2025,3,18,4,42.0,2.0,3.1,,96.0,,2025-03-18 04:00:00,2025-03-18 07:00:00
17637,BOLU DAĞI,2025,3,18,5,28.0,1.7,3.5,,96.0,2.2,2025-03-18 05:00:00,2025-03-18 08:00:00
17637,BOLU DAĞI,2025,3,18,6,43.0,2.1,4.1,,97.0,0.4,2025-03-18 06:00:00,2025-03-18 09:00:00
17637,BOLU DAĞI,2025,3,18,7,42.0,2.5,3.9,,96.0,0.4,2025-03-18 07:00:00,2025-03-18 10:00:00
17637,BOLU DAĞI,2025,3,18,8,35.0,2.3,4.2,,,,2025-03-18 08:00:00,2025-03-18 11:00:00
17637,BOLU DAĞI,2025,3,18,9,39.0,2.5,4.3,,97.0,0.4,2025-03-18 09:00:00,2025-03-18 12:00:00
17637,BOLU DAĞI,2025,3,18,10,48.0,3.2,3.5,,98.0,0.4,2025-03-18 10:00:00,2025-03-18 13:00:00
17637,BOLU DAĞI,2025,3,18,11,33.0,4.1,3.1,,98.0,0.4,2025-03-18 11:00:00,2025-03-18 14:00:00
17637,BOLU DAĞI,2025,3,18,12,42.0,3.1,3.2,,97.0,0.2,2025-03-18 12:00:00,2025-03-18 15:00:00
17637,BOLU DAĞI,2025,3,18,13,46.0,2.9,2.9,,97.0,0.2,2025-03-18 13:00:00,2025-03-18 16:00:00
17637,BOLU DAĞI,2025,3,18,14,43.0,3.7,2.3,,98.0,0.0,2025-03-18 14:00:00,2025-03-18 17:00:00
17637,BOLU DAĞI,2025,3,18,15,40.0,3.6,1.9,,98.0,0.2,2025-03-18 15:00:00,2025-03-18 18:00:00
17637,BOLU DAĞI,2025,3,18,16,31.0,3.2,1.7,,97.0,0.0,2025-03-18 16:00:00,2025-03-18 19:00:00
17637,BOLU DAĞI,2025,3,18,17,48.0,2.2,1.3,,98.0,0.2,2025-03-18 17:00:00,2025-03-18 20:00:00
17637,BOLU DAĞI,2025,3,18,18,46.0,3.2,1.0,,96.0,0.4,2025-03-18 18:00:00,2025-03-18 21:00:00
17637,BOLU DAĞI,2025,3,18,19,46.0,3.4,0.7,,94.0,0.4,2025-03-18 19:00:00,2025-03-18 22:00:00
17637,BOLU DAĞI,2025,3,18,20,44.0,4.0,0.4,,92.0,0.6,2025-03-18 20:00:00,2025-03-18 23:00:00
17637,BOLU DAĞI,2025,3,18,21,45.0,4.4,0.1,,92.0,0.2,2025-03-18 21:00:00,2025-03-19 00:00:00
17637,BOLU DAĞI,2025,3,18,22,47.0,4.1,0.0,,91.0,0.2,2025-03-18 22:00:00,2025-03-19 01:00:00
17637,BOLU DAĞI,2025,3,18,23,42.0,4.2,-0.2,,90.0,0.2,2025-03-18 23:00:00,2025-03-19 02:00:00
