Istasyon_No,Istasyon_Adi,YIL,AY,GUN,SAAT,wind_dir_deg,wind_speed_ms,temp_c,pressure_hpa,rh_pct,precip_mm,datetime_utc,datetime_local
17052,KIRKLARELİ,2025,3,15,0,107.0,1.6,13.0,989.1,73.0,0.0,2025-03-15 00:00:00,2025-03-15 03:00:00
17052,KIRKLARELİ,2025,3,15,1,93.0,2.1,13.5,989.2,66.0,0.0,2025-03-15 01:00:00,2025-03-15 04:00:00
17052,KIRKLARELİ,2025,3,15,2,100.0,1.6,13.3,989.1,70.0,0.0,2025-03-15 02:00:00,2025-03-15 05:00:00
17052,KIRKLARELİ,2025,3,15,3,88.0,1.4,13.2,989.0,65.0,0.0,2025-03-15 03:00:00,2025-03-15 06:00:00
17052,KIRKLARELİ,2025,3,15,4,96.0,1.6,12.9,989.8,70.0,0.0,2025-03-15 04:00:00,2025-03-15 07:00:00
17052,KIRKLARELİ,2025,3,15,5,95.0,1.3,13.9,990.1,61.0,0.0,2025-03-15 05:00:00,2025-03-15 08:00:00
17052,KIRKLARELİ,2025,3,15,6,118.0,1.1,14.6,990.0,62.0,0.0,2025-03-15 06:00:00,2025-03-15 09:00:00
17052,KIRKLARELİ,2025,3,15,7,160.0,1.4,17.0,990.6,53.0,0.0,2025-03-15 07:00:00,2025-03-15 10:00:00
17052,KIRKLARELİ,2025,3,15,8,197.0,1.7,18.1,990.6,46.0,0.0,2025-03-15 08:00:00,2025-03-15 11:00:00
17052,KIRKLARELİ,2025,3,15,9,213.0,2.5,19.4,990.4,47.0,0.0,2025-03-15 09:00:00,2025-03-15 12:00:00
17052,KIRKLARELİ,2025,3,15,10,207.0,3.6,21.4,990.3,40.0,0.0,2025-03-15 10:00:00,2025-03-15 13:00:00
17052,KIRKLARELİ,2025,3,15,11,207.0,4.0,22.8,989.7,32.0,0.0,2025-03-15 11:00:00,2025-03-15 14:00:00
17052,KIRKLARELİ,2025,3,15,12,201.0,3.9,23.9,989.3,32.0,0.0,2025-03-15 12:00:00,2025-03-15 15:00:00
17052,KIRKLARELİ,2025,3,15,13,204.0,4.3,23.6,988.8,30.0,0.0,2025-03-15 13:00:00,2025-03-15 16:00:00
17052,KIRKLARELİ,2025,3,15,14,200.0,3.0,24.7,988.3,30.0,0.0,2025-03-15 14:00:00,2025-03-15 17:00:00
17052,KIRKLARELİ,2025,3,15,15,196.0,2.9,24.2,987.4,28.0,0.0,2025-03-15 15:00:00,2025-03-15 18:00:00
17052,KIRKLARELİ,2025,3,15,16,210.0,2.8,21.9,987.6,29.0,0.0,2025-03-15 16:00:00,2025-03-15 19:00:00
17052,KIRKLARELİ,2025,3,15,17,207.0,1.6,20.2,987.7,32.0,0.0,2025-03-15 17:00:00,2025-03-15 20:00:00
17052,KIRKLARELİ,2025,3,15,18,168.0,1.9,19.4,987.6,34.0,0.0,2025-03-15 18:00:00,2025-03-15 21:00:00
17052,KIRKLARELİ,2025,3,15,19,99.0,1.7,18.1,987.3,37.0,0.0,2025-03-15 19:00:00,2025-03-15 22:00:00
17052,KIRKLARELİ,2025,3,15,20,71.0,1.0,16.7,986.9,41.0,0.0,2025-03-15 20:00:00,2025-03-15 23:00:00
17052,KIRKLARELİ,2025,3,15,21,150.0,0.7,17.6,986.8,46.0,0.0,2025-03-15 21:00:00,2025-03-16 00:00:00
17052,KIRKLARELİ,2025,3,15,22,161.0,1.2,17.0,985.8,42.0,0.0,2025-03-15 22:00:00,2025-03-16 01:00:00
17052,KIRKLARELİ,2025,3,15,23,173.0,1.3,16.8,985.5,43.0,0.0,2025-03-15 23:00:00,2025-03-16 02:00:00
17052,KIRKLARELİ,2025,3,16,5,45.0,0.7,14.0,984.3,,,2025-03-16 05:00:00,2025-03-16 08:00:00
17052,KIRKLARELİ,2025,3,16,6,238.0,0.5,18.7,984.3,51.0,0.0,2025-03-16 06:00:00,2025-03-16 09:00:00
17052,KIRKLARELİ,2025,3,16,7,265.0,0.9,17.8,984.7,40.0,0.0,2025-03-16 07:00:00,2025-03-16 10:00:00
17052,KIRKLARELİ,2025,3,16,8,223.0,1.5,19.1,984.0,40.0,0.0,2025-03-16 08:00:00,2025-03-16 11:00:00
17052,KIRKLARELİ,2025,3,16,9,227.0,3.2,20.2,983.4,40.0,0.0,2025-03-16 09:00:00,2025-03-16 12:00:00
17052,KIRKLARELİ,2025,3,16,10,244.0,4.3,21.8,983.3,37.0,0.0,2025-03-16 10:00:00,2025-03-16 13:00:00
17052,KIRKLARELİ,2025,3,16,11,216.0,4.4,23.3,981.9,36.0,0.0,2025-03-16 11:00:00,2025-03-16 14:00:00
17052,KIRKLARELİ,2025,3,16,12,228.0,5.9,22.6,981.7,36.0,0.0,2025-03-16 12:00:00,2025-03-16 15:00:00
17052,KIRKLARELİ,2025,3,16,13,230.0,5.1,21.6,981.3,41.0,0.0,2025-03-16 13:00:00,2025-03-16 16:00:00
17052,KIRKLARELİ,2025,3,16,14,233.0,3.9,20.9,981.0,45.0,0.0,2025-03-16 14:00:00,2025-03-16 17:00:00
17052,KIRKLARELİ,2025,3,16,15,232.0,4.4,19.8,980.7,46.0,0.0,2025-03-16 15:00:00,2025-03-16 18:00:00
17052,KIRKLARELİ,2025,3,16,16,229.0,3.9,18.7,980.7,51.0,0.0,2025-03-16 16:00:00,2025-03-16 19:00:00
17052,KIRKLARELİ,2025,3,16,17,278.0,3.3,17.1,981.5,57.0,0.0,2025-03-16 17:00:00,2025-03-16 20:00:00
17052,KIRKLARELİ,2025,3,16,18,2.0,4.5,17.9,982.5,50.0,0.0,2025-03-16 18:00:00,2025-03-16 21:00:00
17052,KIRKLARELİ,2025,3,16,19,24.0,3.0,16.8,983.0,53.0,0.0,2025-03-16 19:00:00,2025-03-16 22:00:00
17052,KIRKLARELİ,2025,3,16,20,140.0,1.2,15.4,983.4,57.0,0.0,2025-03-16 20:00:00,2025-03-16 23:00:00
17052,KIRKLARELİ,2025,3,16,21,56.0,0.7,13.9,983.0,63.0,0.0,2025-03-16 21:00:00,2025-03-17 00:00:00
17052,KIRKLARELİ,2025,3,16,22,59.0,2.1,13.0,982.8,64.0,0.0,2025-03-16 22:00:00,2025-03-17 01:00:00
17052,KIRKLARELİ,2025,3,16,23,64.0,1.9,13.6,982.3,64.0,0.0,2025-03-16 23:00:00,2025-03-17 02:00:00
17052,KIRKLARELİ,2025,3,17,0,73.0,1.2,11.5,982.5,69.0,,2025-03-17 00:00:00,2025-03-17 03:00:00
17052,KIRKLARELİ,2025,3,17,1,61.0,1.6,10.9,981.7,72.0,,2025-03-17 01:00:00,2025-03-17 04:00:00
17052,KIRKLARELİ,2025,3,17,2,73.0,2.3,11.1,981.3,72.0,,2025-03-17 02:00:00,2025-03-17 05:00:00
17052,KIRKLARELİ,2025,3,17,3,60.0,1.6,10.4,981.2,74.0,,2025-03-17 03:00:00,2025-03-17 06:00:00
17052,KIRKLARELİ,2025,3,17,4,59.0,1.8,10.5,981.1,73.0,,2025-03-17 04:00:00,2025-03-17 07:00:00
17052,KIRKLARELİ,2025,3,17,5,56.0,1.9,11.0,980.9,75.0,,2025-03-17 05:00:00,2025-03-17 08:00:00
17052,KIRKLARELİ,2025,3,17,6,66.0,2.1,13.7,980.6,69.0,0.0,2025-03-17 06:00:00,2025-03-17 09:00:00
17052,KIRKLARELİ,2025,3,17,7,80.0,1.6,15.2,980.3,62.0,0.0,2025-03-17 07:00:00,2025-03-17 10:00:00
17052,KIRKLARELİ,2025,3,17,8,118.0,1.8,15.9,979.8,61.0,0.0,2025-03-17 08:00:00,2025-03-17 11:00:00
17052,KIRKLARELİ,2025,3,17,9,126.0,2.4,16.5,979.8,55.0,0.0,2025-03-17 09:00:00,2025-03-17 12:00:00
17052,KIRKLARELİ,2025,3,17,10,120.0,2.4,16.3,979.2,60.0,0.0,2025-03-17 10:00:00,2025-03-17 13:00:00
17052,KIRKLARELİ,2025,3,17,11,84.0,2.6,16.4,978.6,59.0,0.0,2025-03-17 11:00:00,2025-03-17 14:00:00
17052,KIRKLARELİ,2025,3,17,12,68.0,2.6,14.1,977.9,60.0,0.0,2025-03-17 12:00:00,2025-03-17 15:00:00
17052,KIRKLARELİ,2025,3,17,13,24.0,3.4,11.8,978.1,67.0,7.8,2025-03-17 13:00:00,2025-03-17 16:00:00
17052,KIRKLARELİ,2025,3,17,14,12.0,4.2,9.2,976.8,100.0,1.0,2025-03-17 14:00:00,2025-03-17 17:00:00
17052,KIRKLARELİ,2025,3,17,15,31.0,2.4,9.1,979.6,99.0,0.8,2025-03-17 15:00:00,2025-03-17 18:00:00
17052,KIRKLARELİ,2025,3,17,16,52.0,2.3,8.3,980.8,100.0,1.4,2025-03-17 16:00:00,2025-03-17 19:00:00
17052,KIRKLARELİ,2025,3,17,17,56.0,3.1,7.8,980.8,100.0,0.0,2025-03-17 17:00:00,2025-03-17 20:00:00
17052,KIRKLARELİ,2025,3,17,18,328.0,1.4,8.1,982.4,99.0,1.2,2025-03-17 18:00:00,2025-03-17 21:00:00
17052,KIRKLARELİ,2025,3,17,19,338.0,1.6,7.9,982.6,100.0,0.0,2025-03-17 19:00:00,2025-03-17 22:00:00
17052,KIRKLARELİ,2025,3,17,20,24.0,2.2,7.7,982.3,100.0,0.6,2025-03-17 20:00:00,2025-03-17 23:00:00
17052,KIRKLARELİ,2025,3,17,21,345.0,2.6,7.7,983.7,100.0,0.0,2025-03-17 21:00:00,2025-03-18 00:00:00
17052,KIRKLARELİ,2025,3,17,22,9.0,1.9,7.9,984.3,97.0,0.2,2025-03-17 22:00:00,2025-03-18 01:00:00
17052,KIRKLARELİ,2025,3,17,23,17.0,2.1,7.1,985.1,88.0,0.0,2025-03-17 23:00:00,2025-03-18 02:00:00
17052,KIRKLARELİ,2025,3,18,0,18.0,2.5,6.4,985.8,81.0,0.0,2025-03-18 00:00:00,2025-03-18 03:00:00
17052,KIRKLARELİ,2025,3,18,1,22.0,2.7,5.7,986.3,80.0,0.0,2025-03-18 01:00:00,2025-03-18 04:00:00
17052,KIRKLARELİ,2025,3,18,2,23.0,2.7,5.2,986.5,82.0,,2025-03-18 02:00:00,2025-03-18 05:00:00
17052,KIRKLARELİ,2025,3,18,3,28.0,2.0,5.0,987.4,95.0,0.0,2025-03-18 03:00:00,2025-03-18 06:00:00
17052,KIRKLARELİ,2025,3,18,4,40.0,1.9,4.4,988.4,91.0,0.0,2025-03-18 04:00:00,2025-03-18 07:00:00
17052,KIRKLARELİ,2025,3,18,5,49.0,2.4,3.8,988.9,100.0,0.0,2025-03-18 05:00:00,2025-03-18 08:00:00
17052,KIRKLARELİ,2025,3,18,6,45.0,3.4,4.2,989.3,89.0,0.0,2025-03-18 06:00:00,2025-03-18 09:00:00
17052,KIRKLARELİ,2025,3,18,7,45.0,4.2,3.7,990.6,84.0,0.0,2025-03-18 07:00:00,2025-03-18 10:00:00
17052,KIRKLARELİ,2025,3,18,8,50.0,4.8,3.5,991.3,82.0,0.0,2025-03-18 08:00:00,2025-03-18 11:00:00
17052,KIRKLARELİ,2025,3,18,9,50.0,4.9,3.1,992.3,77.0,0.0,2025-03-18 09:00:00,2025-03-18 12:00:00
17052,KIRKLARELİ,2025,3,18,10,49.0,4.4,2.1,993.0,84.0,0.0,2025-03-18 10:00:00,2025-03-18 13:00:00
17052,KIRKLARELİ,2025,3,18,11,45.0,4.5,2.1,993.5,79.0,0.0,2025-03-18 11:00:00,2025-03-18 14:00:00
17052,KIRKLARELİ,2025,3,18,12,38.0,4.3,2.1,993.8,81.0,0.0,2025-03-18 12:00:00,2025-03-18 15:00:00
17052,KIRKLARELİ,2025,3,18,13,38.0,3.7,3.2,994.1,70.0,0.0,2025-03-18 13:00:00,2025-03-18 16:00:00
17052,KIRKLARELİ,2025,3,18,14,30.0,4.0,1.5,995.0,73.0,3.2,2025-03-18 14:00:00,2025-03-18 17:00:00
17052,KIRKLARELİ,2025,3,18,15,32.0,3.6,1.4,995.4,75.0,4.4,2025-03-18 15:00:00,2025-03-18 18:00:00
17052,KIRKLARELİ,2025,3,18,16,20.0,2.8,1.1,996.3,70.0,1.0,2025-03-18 16:00:00,2025-03-18 19:00:00
17052,KIRKLARELİ,2025,3,18,17,16.0,2.4,0.9,996.8,59.0,0.0,2025-03-18 17:00:00,2025-03-18 20:00:00
17052,KIRKLARELİ,2025,3,18,18,11.0,2.6,1.3,997.1,53.0,0.0,2025-03-18 18:00:00,2025-03-18 21:00:00
17052,KIRKLARELİ,2025,3,18,19,8.0,2.6,1.6,998.0,48.0,0.6,2025-03-18 19:00:00,2025-03-18 22:00:00
17052,KIRKLARELİ,2025,3,18,20,14.0,2.2,1.2,998.6,46.0,1.0,2025-03-18 20:00:00,2025-03-18 23:00:00
17052,KIRKLARELİ,2025,3,18,21,11.0,2.0,1.0,999.0,43.0,0.0,2025-03-18 21:00:00,2025-03-19 00:00:00
17052,KIRKLARELİ,2025,3,18,22,17.0,2.2,0.7,999.2,44.0,0.0,2025-03-18 22:00:00,2025-03-19 01:00:00
17052,KIRKLARELİ,2025,3,18,23,10.0,2.0,0.4,999.8,44.0,0.0,2025-03-18 23:00:00,2025-03-19 02:00:00
17069,SAKARYA,2025,3,15,0,354.0,0.2,13.6,1014.6,63.0,0.0,2025-03-15 00:00:00,2025-03-15 03:00:00
17069,SAKARYA,2025,3,15,1,137.0,0.1,13.8,1014.6,62.0,0.0,2025-03-15 01:00:00,2025-03-15 04:00:00
17069,SAKARYA,2025,3,15,2,98.0,0.7,14.1,1014.4,62.0,0.0,2025-03-15 02:00:00,2025-03-15 05:00:00
17069,SAKARYA,2025,3,15,3,119.0,0.8,13.7,1014.4,61.0,0.0,2025-03-15 03:00:00,2025-03-15 06:00:00
17069,SAKARYA,2025,3,15,4,158.0,0.9,15.9,1014.7,51.0,0.0,2025-03-15 04:00:00,2025-03-15 07:00:00
17069,SAKARYA,2025,3,15,5,208.0,1.8,18.4,1015.0,42.0,0.0,2025-03-15 05:00:00,2025-03-15 08:00:00
17069,SAKARYA,2025,3,15,6,192.0,1.9,19.9,1015.5,40.0,0.0,2025-03-15 06:00:00,2025-03-15 09:00:00
17069,SAKARYA,2025,3,15,7,199.0,2.7,22.9,1015.6,34.0,0.0,2025-03-15 07:00:00,2025-03-15 10:00:00
17069,SAKARYA,2025,3,15,8,188.0,3.9,25.3,1015.7,28.0,0.0,2025-03-15 08:00:00,2025-03-15 11:00:00
17069,SAKARYA,2025,3,15,9,205.0,3.9,27.0,1015.0,26.0,0.0,2025-03-15 09:00:00,2025-03-15 12:00:00
17069,SAKARYA,2025,3,15,10,210.0,3.1,28.0,1014.8,25.0,0.0,2025-03-15 10:00:00,2025-03-15 13:00:00
17069,SAKARYA,2025,3,15,11,207.0,3.3,29.9,1014.3,21.0,0.0,2025-03-15 11:00:00,2025-03-15 14:00:00
17069,SAKARYA,2025,3,15,12,214.0,3.1,31.1,1013.5,19.0,0.0,2025-03-15 12:00:00,2025-03-15 15:00:00
17069,SAKARYA,2025,3,15,13,234.0,3.4,31.1,1013.1,17.0,0.0,2025-03-15 13:00:00,2025-03-15 16:00:00
17069,SAKARYA,2025,3,15,14,279.0,2.1,31.7,1012.6,17.0,0.0,2025-03-15 14:00:00,2025-03-15 17:00:00
17069,SAKARYA,2025,3,15,15,287.0,1.0,30.2,1012.2,18.0,0.0,2025-03-15 15:00:00,2025-03-15 18:00:00
17069,SAKARYA,2025,3,15,16,278.0,0.7,26.6,1012.2,26.0,0.0,2025-03-15 16:00:00,2025-03-15 19:00:00
17069,SAKARYA,2025,3,15,17,331.0,0.9,23.5,1012.3,31.0,0.0,2025-03-15 17:00:00,2025-03-15 20:00:00
17069,SAKARYA,2025,3,15,18,327.0,0.5,22.3,1012.6,37.0,0.0,2025-03-15 18:00:00,2025-03-15 21:00:00
17069,SAKARYA,2025,3,15,19,0.0,0.1,19.3,1012.2,46.0,0.0,2025-03-15 19:00:00,2025-03-15 22:00:00
17069,SAKARYA,2025,3,15,20,0.0,0.0,18.4,1011.9,50.0,0.0,2025-03-15 20:00:00,2025-03-15 23:00:00
17069,SAKARYA,2025,3,15,21,40.0,0.0,17.8,1011.5,52.0,0.0,2025-03-15 21:00:00,2025-03-16 00:00:00
17069,SAKARYA,2025,3,15,22,350.0,0.7,17.1,1010.9,50.0,0.0,2025-03-15 22:00:00,2025-03-16 01:00:00
17069,SAKARYA,2025,3,15,23,345.0,0.7,16.4,1010.5,56.0,0.0,2025-03-15 23:00:00,2025-03-16 02:00:00
17069,SAKARYA,2025,3,16,0,348.0,0.5,15.6,1010.5,57.0,0.0,2025-03-16 00:00:00,2025-03-16 03:00:00
17069,SAKARYA,2025,3,16,1,10.0,0.2,14.4,1010.2,60.0,0.0,2025-03-16 01:00:00,2025-03-16 04:00:00
17069,SAKARYA,2025,3,16,2,358.0,0.2,14.2,1009.9,62.0,0.0,2025-03-16 02:00:00,2025-03-16 05:00:00
17069,SAKARYA,2025,3,16,3,120.0,0.2,14.1,1010.0,63.0,0.0,2025-03-16 03:00:00,2025-03-16 06:00:00
17069,SAKARYA,2025,3,16,4,162.0,0.9,15.6,1009.6,51.0,0.0,2025-03-16 04:00:00,2025-03-16 07:00:00
17069,SAKARYA,2025,3,16,5,172.0,1.2,19.4,1009.3,38.0,0.0,2025-03-16 05:00:00,2025-03-16 08:00:00
17069,SAKARYA,2025,3,16,6,205.0,2.1,23.2,1009.7,28.0,0.0,2025-03-16 06:00:00,2025-03-16 09:00:00
17069,SAKARYA,2025,3,16,7,202.0,3.7,24.0,1009.7,26.0,0.0,2025-03-16 07:00:00,2025-03-16 10:00:00
17069,SAKARYA,2025,3,16,8,208.0,4.2,26.8,1009.0,22.0,0.0,2025-03-16 08:00:00,2025-03-16 11:00:00
17069,SAKARYA,2025,3,16,9,222.0,3.7,28.1,1008.7,19.0,0.0,2025-03-16 09:00:00,2025-03-16 12:00:00
17069,SAKARYA,2025,3,16,10,235.0,4.2,28.3,1007.7,21.0,0.0,2025-03-16 10:00:00,2025-03-16 13:00:00
17069,SAKARYA,2025,3,16,11,214.0,3.4,30.1,1006.9,19.0,0.0,2025-03-16 11:00:00,2025-03-16 14:00:00
17069,SAKARYA,2025,3,16,12,219.0,3.4,30.4,1006.3,18.0,0.0,2025-03-16 12:00:00,2025-03-16 15:00:00
17069,SAKARYA,2025,3,16,13,227.0,2.4,30.7,1005.4,22.0,0.0,2025-03-16 13:00:00,2025-03-16 16:00:00
17069,SAKARYA,2025,3,16,14,268.0,2.1,30.6,1004.8,19.0,0.0,2025-03-16 14:00:00,2025-03-16 17:00:00
17069,SAKARYA,2025,3,16,15,229.0,1.6,29.3,1004.7,22.0,0.0,2025-03-16 15:00:00,2025-03-16 18:00:00
17069,SAKARYA,2025,3,16,16,12.0,1.0,25.9,1004.8,27.0,0.0,2025-03-16 16:00:00,2025-03-16 19:00:00
17069,SAKARYA,2025,3,16,17,99.0,0.4,23.8,1005.3,33.0,0.0,2025-03-16 17:00:00,2025-03-16 20:00:00
17069,SAKARYA,2025,3,16,18,112.0,0.9,22.4,1005.8,33.0,0.0,2025-03-16 18:00:00,2025-03-16 21:00:00
17069,SAKARYA,2025,3,16,19,143.0,0.6,22.4,1006.4,35.0,0.0,2025-03-16 19:00:00,2025-03-16 22:00:00
17069,SAKARYA,2025,3,16,20,148.0,1.3,21.5,1006.6,39.0,0.0,2025-03-16 20:00:00,2025-03-16 23:00:00
17069,SAKARYA,2025,3,16,21,13.0,1.3,21.5,1006.3,37.0,0.0,2025-03-16 21:00:00,2025-03-17 00:00:00
17069,SAKARYA,2025,3,16,22,345.0,0.8,20.2,1006.6,42.0,0.0,2025-03-16 22:00:00,2025-03-17 01:00:00
17069,SAKARYA,2025,3,16,23,345.0,0.7,18.8,1007.7,46.0,0.0,2025-03-16 23:00:00,2025-03-17 02:00:00
17069,SAKARYA,2025,3,17,0,360.0,0.9,17.5,1007.7,51.0,0.0,2025-03-17 00:00:00,2025-03-17 03:00:00
17069,SAKARYA,2025,3,17,1,342.0,0.9,16.3,1007.5,56.0,0.0,2025-03-17 01:00:00,2025-03-17 04:00:00
17069,SAKARYA,2025,3,17,2,355.0,0.2,14.5,1007.0,63.0,0.0,2025-03-17 02:00:00,2025-03-17 05:00:00
17069,SAKARYA,2025,3,17,3,40.0,0.3,13.9,1006.3,64.0,0.0,2025-03-17 03:00:00,2025-03-17 06:00:00
17069,SAKARYA,2025,3,17,4,355.0,0.2,13.7,1005.7,66.0,0.0,2025-03-17 04:00:00,2025-03-17 07:00:00
17069,SAKARYA,2025,3,17,5,332.0,0.3,14.2,1005.2,66.0,0.0,2025-03-17 05:00:00,2025-03-17 08:00:00
17069,SAKARYA,2025,3,17,6,333.0,0.7,14.2,1004.9,66.0,0.0,2025-03-17 06:00:00,2025-03-17 09:00:00
17069,SAKARYA,2025,3,17,7,338.0,0.4,17.4,1004.2,57.0,0.0,2025-03-17 07:00:00,2025-03-17 10:00:00
17069,SAKARYA,2025,3,17,8,359.0,1.2,20.2,1003.8,50.0,0.0,2025-03-17 08:00:00,2025-03-17 11:00:00
17069,SAKARYA,2025,3,17,9,3.0,2.5,20.6,1003.5,51.0,0.0,2025-03-17 09:00:00,2025-03-17 12:00:00
17069,SAKARYA,2025,3,17,10,16.0,2.6,19.8,1003.4,54.0,0.0,2025-03-17 10:00:00,2025-03-17 13:00:00
17069,SAKARYA,2025,3,17,11,18.0,2.5,20.9,1002.2,51.0,0.0,2025-03-17 11:00:00,2025-03-17 14:00:00
17069,SAKARYA,2025,3,17,12,28.0,2.1,21.4,1001.7,47.0,0.0,2025-03-17 12:00:00,2025-03-17 15:00:00
17069,SAKARYA,2025,3,17,13,8.0,2.1,20.6,1001.7,49.0,0.0,2025-03-17 13:00:00,2025-03-17 16:00:00
17069,SAKARYA,2025,3,17,14,12.0,2.4,20.0,1001.8,52.0,0.0,2025-03-17 14:00:00,2025-03-17 17:00:00
17069,SAKARYA,2025,3,17,15,1.0,3.9,13.7,1002.8,71.0,0.0,2025-03-17 15:00:00,2025-03-17 18:00:00
17069,SAKARYA,2025,3,17,16,346.0,4.1,12.4,1003.9,80.0,0.0,2025-03-17 16:00:00,2025-03-17 19:00:00
17069,SAKARYA,2025,3,17,17,6.0,2.7,11.9,1005.0,81.0,0.0,2025-03-17 17:00:00,2025-03-17 20:00:00
17069,SAKARYA,2025,3,17,18,344.0,1.4,11.5,1004.5,83.0,0.0,2025-03-17 18:00:00,2025-03-17 21:00:00
17069,SAKARYA,2025,3,17,19,357.0,1.4,11.2,1005.3,88.0,0.0,2025-03-17 19:00:00,2025-03-17 22:00:00
17069,SAKARYA,2025,3,17,20,346.0,2.0,11.4,1006.3,85.0,0.0,2025-03-17 20:00:00,2025-03-17 23:00:00
17069,SAKARYA,2025,3,17,21,350.0,2.4,11.2,1007.3,86.0,0.0,2025-03-17 21:00:00,2025-03-18 00:00:00
17069,SAKARYA,2025,3,17,22,351.0,1.9,10.9,1007.4,85.0,0.0,2025-03-17 22:00:00,2025-03-18 01:00:00
17069,SAKARYA,2025,3,17,23,335.0,1.9,10.6,1007.6,99.0,0.0,2025-03-17 23:00:00,2025-03-18 02:00:00
17069,SAKARYA,2025,3,18,0,331.0,1.2,10.5,1007.7,99.0,0.0,2025-03-18 00:00:00,2025-03-18 03:00:00
17069,SAKARYA,2025,3,18,1,308.0,1.8,9.9,1008.4,100.0,1.2,2025-03-18 01:00:00,2025-03-18 04:00:00
17069,SAKARYA,2025,3,18,2,319.0,1.5,10.0,1009.1,100.0,0.0,2025-03-18 02:00:00,2025-03-18 05:00:00
17069,SAKARYA,2025,3,18,3,348.0,1.6,9.9,1009.8,95.0,0.0,2025-03-18 03:00:00,2025-03-18 06:00:00
17069,SAKARYA,2025,3,18,4,347.0,1.9,9.7,1010.5,92.0,0.0,2025-03-18 04:00:00,2025-03-18 07:00:00
17069,SAKARYA,2025,3,18,5,321.0,2.1,9.4,1011.2,97.0,0.0,2025-03-18 05:00:00,2025-03-18 08:00:00
17069,SAKARYA,2025,3,18,6,357.0,1.5,9.5,1011.9,92.0,1.0,2025-03-18 06:00:00,2025-03-18 09:00:00
17069,SAKARYA,2025,3,18,7,8.0,2.7,8.6,1013.1,99.0,0.2,2025-03-18 07:00:00,2025-03-18 10:00:00
17069,SAKARYA,2025,3,18,8,7.0,3.3,8.2,1014.1,99.0,0.1,2025-03-18 08:00:00,2025-03-18 11:00:00
17069,SAKARYA,2025,3,18,9,19.0,3.0,8.8,1014.8,93.0,0.8,2025-03-18 09:00:00,2025-03-18 12:00:00
17069,SAKARYA,2025,3,18,10,3.0,2.3,8.3,1015.3,94.0,0.3,2025-03-18 10:00:00,2025-03-18 13:00:00
17069,SAKARYA,2025,3,18,11,26.0,2.3,8.7,1015.5,94.0,0.0,2025-03-18 11:00:00,2025-03-18 14:00:00
17069,SAKARYA,2025,3,18,12,29.0,3.5,8.5,1015.6,92.0,0.0,2025-03-18 12:00:00,2025-03-18 15:00:00
17069,SAKARYA,2025,3,18,13,27.0,3.2,8.2,1016.2,86.0,0.0,2025-03-18 13:00:00,2025-03-18 16:00:00
17069,SAKARYA,2025,3,18,14,25.0,4.3,7.3,1016.8,87.0,0.0,2025-03-18 14:00:00,2025-03-18 17:00:00
17069,SAKARYA,2025,3,18,15,20.0,4.5,6.8,1017.4,90.0,0.0,2025-03-18 15:00:00,2025-03-18 18:00:00
17069,SAKARYA,2025,3,18,16,18.0,3.9,6.2,1018.5,90.0,0.0,2025-03-18 16:00:00,2025-03-18 19:00:00
17069,SAKARYA,2025,3,18,17,17.0,4.4,5.2,1019.6,89.0,0.0,2025-03-18 17:00:00,2025-03-18 20:00:00
17069,SAKARYA,2025,3,18,18,10.0,3.9,4.4,1020.5,91.0,0.2,2025-03-18 18:00:00,2025-03-18 21:00:00
17069,SAKARYA,2025,3,18,19,7.0,2.9,4.7,1021.5,95.0,0.1,2025-03-18 19:00:00,2025-03-18 22:00:00
17069,SAKARYA,2025,3,18,20,9.0,2.1,4.5,1021.5,91.0,0.0,2025-03-18 20:00:00,2025-03-18 23:00:00
17069,SAKARYA,2025,3,18,21,1.0,2.3,4.8,1022.2,80.0,0.0,2025-03-18 21:00:00,2025-03-19 00:00:00
17069,SAKARYA,2025,3,18,22,1.0,2.5,3.4,1023.0,91.0,0.3,2025-03-18 22:00:00,2025-03-19 01:00:00
17069,SAKARYA,2025,3,18,23,359.0,2.6,3.1,1023.1,95.0,0.0,2025-03-18 23:00:00,2025-03-19 02:00:00
17112,ÇANAKKALE,2025,3,15,0,103.0,0.9,14.5,1016.6,66.0,0.0,2025-03-15 00:00:00,2025-03-15 03:00:00
17112,ÇANAKKALE,2025,3,15,1,288.0,0.3,12.9,1016.4,74.0,0.0,2025-03-15 01:00:00,2025-03-15 04:00:00
17112,ÇANAKKALE,2025,3,15,2,213.0,0.9,14.8,1016.2,67.0,0.0,2025-03-15 02:00:00,2025-03-15 05:00:00
17112,ÇANAKKALE,2025,3,15,3,358.0,0.7,13.9,1016.4,70.0,0.0,2025-03-15 03:00:00,2025-03-15 06:00:00
17112,ÇANAKKALE,2025,3,15,4,8.0,0.8,11.8,1016.7,81.0,0.0,2025-03-15 04:00:00,2025-03-15 07:00:00
17112,ÇANAKKALE,2025,3,15,5,347.0,1.0,13.5,1017.1,88.0,0.0,2025-03-15 05:00:00,2025-03-15 08:00:00
17112,ÇANAKKALE,2025,3,15,6,5.0,1.0,14.1,1017.8,78.0,0.0,2025-03-15 06:00:00,2025-03-15 09:00:00
17112,ÇANAKKALE,2025,3,15,7,1.0,0.8,18.0,1018.0,73.0,0.0,2025-03-15 07:00:00,2025-03-15 10:00:00
17112,ÇANAKKALE,2025,3,15,8,348.0,1.1,16.1,1017.8,78.0,0.0,2025-03-15 08:00:00,2025-03-15 11:00:00
