datetime,plant,ws100,ws10
2025-03-16 05:00:00,ISTANBUL,23.715204931755295,7.424677989763455
2025-03-16 06:00:00,ISTANBUL,22.424583231911402,7.663848357120146
2025-03-16 07:00:00,ISTANBUL,22.652785064885922,7.443830474527751
2025-03-16 08:00:00,ISTANBUL,23.235019918064967,7.409859428597448
2025-03-16 09:00:00,ISTANBUL,23.6684345079988,8.084854560747893
2025-03-16 10:00:00,ISTANBUL,22.305222065940626,8.176018553206818
2025-03-16 11:00:00,ISTANBUL,21.661657459390472,9.027971721906248
2025-03-16 12:00:00,ISTANBUL,20.112999155207294,10.544951777104318
2025-03-16 13:00:00,ISTANBUL,18.966943280325914,10.499421438806777
2025-03-16 14:00:00,ISTANBUL,19.455556398406852,8.423081044399792
2025-03-16 15:00:00,ISTANBUL,18.697594931712786,5.975155527750621
2025-03-16 16:00:00,ISTANBUL,18.745754167537992,4.92802351308366
2025-03-16 17:00:00,ISTANBUL,19.646606288031712,6.163347436037049
2025-03-16 18:00:00,ISTANBUL,15.5433458862057,5.321119446695669
2025-03-16 19:00:00,ISTANBUL,14.921285764799876,5.002142228921832
2025-03-16 20:00:00,ISTANBUL,14.456790393494245,5.514171831740216
2025-03-16 21:00:00,ISTANBUL,15.244518817320195,4.88883597959552
2025-03-16 22:00:00,ISTANBUL,11.699662760664229,1.9830323540550994
2025-03-16 23:00:00,ISTANBUL,9.013959587263628,1.8445714678578737
2025-03-17 00:00:00,ISTANBUL,7.388706100003258,1.769121871988177
2025-03-17 01:00:00,ISTANBUL,6.057315165281335,1.3003751412810012
2025-03-17 02:00:00,ISTANBUL,4.485026428086471,2.035816987387988
2025-03-17 03:00:00,ISTANBUL,3.7077381255870807,1.848212215237602
2025-03-17 04:00:00,ISTANBUL,3.5322837134935163,1.8966543630129566
2025-03-17 05:00:00,ISTANBUL,2.4273159586985416,1.8689958409226735
2025-03-17 06:00:00,ISTANBUL,1.4389255377487697,1.970106389478667
2025-03-17 07:00:00,ISTANBUL,0.407779318936485,2.5405894373959814
2025-03-17 08:00:00,ISTANBUL,1.8695471861201591,3.162000986581981
2025-03-17 09:00:00,ISTANBUL,2.022786057206504,3.349202409118267
2025-03-17 10:00:00,ISTANBUL,1.493211356506273,3.556741759209528
2025-03-17 11:00:00,ISTANBUL,0.9978986620766808,3.5377221072393423
2025-03-17 12:00:00,ISTANBUL,0.8159097218360648,3.3811291888480297
2025-03-17 13:00:00,ISTANBUL,1.1254150182855371,4.164448171185796
2025-03-17 14:00:00,ISTANBUL,0.4536585310355254,4.911026397181163
2025-03-17 15:00:00,ISTANBUL,3.0048991915735432,5.643693643858362
2025-03-17 16:00:00,ISTANBUL,6.567680662821211,5.025500268252918
2025-03-17 17:00:00,ISTANBUL,10.587154855183025,6.011218803942935
2025-03-17 18:00:00,ISTANBUL,8.273859829170531,5.171132708273858
2025-03-17 19:00:00,ISTANBUL,7.179960178680574,4.364680537302208
2025-03-17 20:00:00,ISTANBUL,9.185912332792098,4.5324015745272614
2025-03-17 21:00:00,ISTANBUL,10.90920136135282,3.144321868990408
2025-03-17 22:00:00,ISTANBUL,5.872927768401842,2.153522386412151
2025-03-17 23:00:00,ISTANBUL,5.974079787155786,3.202498340809298
2025-03-18 00:00:00,ISTANBUL,4.894168945281377,2.1002246020326067
2025-03-14 00:00:00,KIYIKOY,20.756009422974177,8.490191273941827
2025-03-14 01:00:00,KIYIKOY,23.629248076949676,6.599040135652758
2025-03-14 02:00:00,KIYIKOY,18.418563658131617,0.5849267409577913
2025-03-14 03:00:00,KIYIKOY,21.189369412137165,4.188318108997959
2025-03-14 04:00:00,KIYIKOY,19.70959861414643,4.5781818272097095
2025-03-14 05:00:00,KIYIKOY,18.257364915630014,5.618930294741381
2025-03-14 06:00:00,KIYIKOY,15.54786158331302,6.878302682081891
2025-03-14 07:00:00,KIYIKOY,14.559470223495262,7.782613417990885
2025-03-14 08:00:00,KIYIKOY,14.805343220464504,8.232218256389453
2025-03-14 09:00:00,KIYIKOY,11.888205279301989,8.09314432218743
2025-03-14 10:00:00,KIYIKOY,12.777319504671201,8.759854514397823
2025-03-14 11:00:00,KIYIKOY,13.385734835405783,9.106405930146122
2025-03-14 12:00:00,KIYIKOY,13.98413662725875,9.518992809114913
2025-03-14 13:00:00,KIYIKOY,13.628639923559874,9.311931459757439
2025-03-14 14:00:00,KIYIKOY,14.947158315722792,10.419173375129876
2025-03-14 15:00:00,KIYIKOY,17.74626318355384,10.692179343868652
2025-03-14 16:00:00,KIYIKOY,22.323443923960383,10.596886381513762
2025-03-14 17:00:00,KIYIKOY,23.25616208023,11.822070179871364
2025-03-14 18:00:00,KIYIKOY,23.042297991220376,12.03696615947095
2025-03-14 19:00:00,KIYIKOY,21.846025567046116,11.272849177669835
2025-03-14 20:00:00,KIYIKOY,20.452464381640596,11.105882985007296
2025-03-14 21:00:00,KIYIKOY,18.917792207037195,10.934515606543407
2025-03-14 22:00:00,KIYIKOY,17.771203887454686,10.895295532110326
2025-03-14 23:00:00,KIYIKOY,17.461309719554208,10.517828479443354
2025-03-15 00:00:00,KIYIKOY,17.80683724924517,10.436939227916318
2025-03-15 01:00:00,KIYIKOY,18.49412194530822,9.81681823448111
2025-03-15 02:00:00,KIYIKOY,19.018343400332835,9.307297331323278
2025-03-15 03:00:00,KIYIKOY,19.414207605845682,9.323714789269225
2025-03-15 04:00:00,KIYIKOY,20.165189714539647,9.53004979885761
2025-03-15 05:00:00,KIYIKOY,21.02448778541274,9.641444928741747
2025-03-15 06:00:00,KIYIKOY,21.525113766652517,10.402023346242357
2025-03-15 07:00:00,KIYIKOY,22.41053920222299,9.95264794741657
2025-03-15 08:00:00,KIYIKOY,22.944295360854596,11.0170494617026
2025-03-15 09:00:00,KIYIKOY,23.30989862269795,12.149436576987169
2025-03-15 10:00:00,KIYIKOY,23.337146306013373,13.249352442664264
2025-03-15 11:00:00,KIYIKOY,21.84620953388958,13.89374084737323
2025-03-15 12:00:00,KIYIKOY,20.695027238525974,13.707215213851223
2025-03-15 13:00:00,KIYIKOY,19.301969217351502,12.820540417205722
2025-03-15 14:00:00,KIYIKOY,19.19904699188574,12.032594056464017
2025-03-15 15:00:00,KIYIKOY,19.787207431941027,10.320925327622549
2025-03-15 16:00:00,KIYIKOY,18.840000135106887,8.780567148168133
2025-03-15 17:00:00,KIYIKOY,19.432244665239377,7.695087198659733
2025-03-15 18:00:00,KIYIKOY,22.286143962674604,9.498898062430234
2025-03-15 19:00:00,KIYIKOY,24.14962076924152,11.486905231297175
2025-03-15 20:00:00,KIYIKOY,23.843638180270805,11.679290267504616
2025-03-15 21:00:00,KIYIKOY,22.921106554684176,10.915117791073424
2025-03-15 22:00:00,KIYIKOY,21.930494367070185,9.521822661097673
2025-03-15 23:00:00,KIYIKOY,21.698946270352984,8.691478790494303
2025-03-16 00:00:00,KIYIKOY,21.507336910418147,8.222532403231508
2025-03-16 01:00:00,KIYIKOY,19.913151663502347,8.075851204730757
2025-03-16 02:00:00,KIYIKOY,18.243574478829906,7.280396743568299
2025-03-16 03:00:00,KIYIKOY,17.018594458228566,6.10715662330553
2025-03-16 04:00:00,KIYIKOY,16.623400161765247,5.29848125238473
2025-03-16 05:00:00,KIYIKOY,17.311196117191027,4.649695049861164
2025-03-16 06:00:00,KIYIKOY,17.34391455991642,5.029603539144063
2025-03-16 07:00:00,KIYIKOY,17.704841388523615,5.721016835975069
2025-03-16 08:00:00,KIYIKOY,16.580436435908524,6.130999138867142
2025-03-16 09:00:00,KIYIKOY,14.522617013869914,5.7737637529895425
2025-03-16 10:00:00,KIYIKOY,13.56616560446129,7.773358528451925
2025-03-16 11:00:00,KIYIKOY,15.847556458003664,10.296986696858568
2025-03-16 12:00:00,KIYIKOY,17.328084261023175,11.846994159862
2025-03-16 13:00:00,KIYIKOY,17.492130107695033,12.005925474013484
2025-03-16 14:00:00,KIYIKOY,17.84561177429282,11.767743664831961
2025-03-16 15:00:00,KIYIKOY,19.44340191843065,9.967530703085853
2025-03-16 16:00:00,KIYIKOY,20.88364566538332,8.970397806228407
2025-03-16 17:00:00,KIYIKOY,19.964530552912585,9.749637891230531
2025-03-16 18:00:00,KIYIKOY,19.558355051779397,8.568260886106193
2025-03-16 19:00:00,KIYIKOY,15.503669457268547,3.56367232029833
2025-03-16 20:00:00,KIYIKOY,6.734026491664177,4.562838464386499
2025-03-16 21:00:00,KIYIKOY,4.409015703927816,2.029848186604362
2025-03-16 22:00:00,KIYIKOY,2.8964177760312686,1.0364183387366481
2025-03-16 23:00:00,KIYIKOY,2.9014745802987636,0.37741063002186
2025-03-17 00:00:00,KIYIKOY,3.1294524556123218,1.1318477644063447
2025-03-17 01:00:00,KIYIKOY,2.944335998618567,1.29442828298803
2025-03-17 02:00:00,KIYIKOY,2.937711941090287,1.2541102447945873
2025-03-17 03:00:00,KIYIKOY,3.456438680373028,0.6254369109837908
2025-03-17 04:00:00,KIYIKOY,3.7584452666388564,0.9381152161675677
2025-03-17 05:00:00,KIYIKOY,4.410134837899803,1.3330091614346156
2025-03-17 06:00:00,KIYIKOY,4.828277894047425,1.931389719081503
2025-03-17 07:00:00,KIYIKOY,5.146651246199754,2.9695963153804636
2025-03-17 08:00:00,KIYIKOY,5.216534129839079,3.281603094892745
2025-03-17 09:00:00,KIYIKOY,5.64480292296932,3.6629128066481766
2025-03-17 10:00:00,KIYIKOY,5.245122576333267,2.999395027443155
2025-03-17 11:00:00,KIYIKOY,5.492062045172494,3.076231733413527
2025-03-17 12:00:00,KIYIKOY,5.501043916427786,2.7179595679179855
2025-03-17 13:00:00,KIYIKOY,7.097158844149814,2.510325985894795
2025-03-17 14:00:00,KIYIKOY,10.832260341660358,3.213276515768516
2025-03-17 15:00:00,KIYIKOY,11.700687208566553,4.0428767539421
2025-03-17 16:00:00,KIYIKOY,8.061146441469639,3.16514476954702
2025-03-17 17:00:00,KIYIKOY,6.322596906118461,4.786988829608556
2025-03-17 18:00:00,KIYIKOY,4.279271210385112,3.9825818964192297
2025-03-17 19:00:00,KIYIKOY,4.361828453759034,2.081676499106187
2025-03-17 20:00:00,KIYIKOY,6.621830924869384,2.7002380406065725
2025-03-17 21:00:00,KIYIKOY,4.895283548108913,1.2539545494215427
2025-03-17 22:00:00,KIYIKOY,2.671507015670661,1.3422423505733652
2025-03-17 23:00:00,KIYIKOY,3.391010881825814,1.6369951162531355
2025-03-18 00:00:00,KIYIKOY,10.373971807684661,4.921568493325956
2025-03-14 00:00:00,SAROS,22.02779175407747,8.120523303965763
2025-03-14 01:00:00,SAROS,22.87005971265486,4.4175113348950905
2025-03-14 02:00:00,SAROS,21.45783618375857,3.441709646103246
2025-03-14 03:00:00,SAROS,18.701464013090327,2.6691467114084877
2025-03-14 04:00:00,SAROS,16.314004419690814,2.954710016543934
2025-03-14 05:00:00,SAROS,14.669095033036532,2.4886727960602046
